locus_tag	gene_symbol	protein_id	protein_id_locus_count	refseq_protein_record	computed_cds_translation	refseq_protein_sequence	protein_length_aa	protein_sequence_sha256	identity_ambiguity	experimentally_detected	characterized_homolog	tested_variant_evidence	tested_variant_growth_condition
M744_RS13200		WP_231621343.1	1	present	exact	exact	552	917d1e58feb8cb4d79a4b1bca58a48b06775ec51c32da853fe6581b46e9db5ee	none	unknown	unknown	unknown	unknown
M744_RS13205	menB	WP_011377638.1	1	present	exact	exact	279	dc6dddb5bc40111e2904c907898278dbca29de0ead9c3c5b2c43739b038d20b6	none	unknown	unknown	unknown	unknown
M744_RS13210		WP_011243239.1	1	present	exact	exact	310	20913d8a4d869d67b4850fb2f3c53076c26a80e8259d63376d2809afbdbcaed9	none	unknown	unknown	unknown	unknown
M744_RS13215		WP_011377637.1	1	present	exact	exact	182	8b5efc8dbd46aa8f0f467d8fec6921f384f3a85c21f9d531d7fb4c6d0040cf40	none	unknown	unknown	unknown	unknown
M744_RS13220		WP_011243241.1	1	present	exact	exact	558	6ba83fe621cec384ef82d6f34f98c9e1eea28bde45191478f106b9197ef5ca5e	none	unknown	unknown	unknown	unknown
M744_RS13230		WP_011377635.1	1	present	exact	exact	360	8b80ca1145e7a1f7a9161df4bcc8c18290036be40f2d93f3c1a15823b8162999	none	unknown	unknown	unknown	unknown
M744_RS13235		WP_011243244.1	1	present	exact	exact	108	80e5b23ff3ce4e2ce58dafb00ccf24e7fbc97a787fe04532e33cdab43a96683c	none	unknown	unknown	unknown	unknown
M744_RS13240		WP_011243245.1	1	present	exact	exact	115	aad4c3d65f585dcf2aecea961b42bb264bff7e972192ae2977a738840565c01b	none	unknown	unknown	unknown	unknown
M744_RS13245		WP_011243246.1	1	present	exact	exact	121	5baffe48107262b490bf057c1cb89daa95e989ef2965656e83d3e4cfde002117	none	unknown	unknown	unknown	unknown
M744_RS13250	purT	WP_011243247.1	1	present	exact	exact	391	e3121d34ab4dcf00faefe152bda093fd964d5d1b72184a678d639761de67169f	none	unknown	unknown	unknown	unknown
M744_RS13255		WP_011243248.1	1	present	exact	exact	909	bcf6bb1b3ba66418de76230104c689ef1b88d29d52165337434dbcb368dc7b23	none	unknown	unknown	unknown	unknown
M744_RS13290		WP_011055119.1	1	present	exact	exact	999	ff6e7a167770cdccfe7ba158107b97cc2ab6e120fc9563f690bec803a618c0e7	none	unknown	unknown	unknown	unknown
M744_RS13295		WP_011377392.1	1	present	exact	exact	183	a1b07a93df0f464f2e2882ce6de87bc11b5410f19fbc7ee17795f5f0787b67b3	none	unknown	unknown	unknown	unknown
M744_RS13300		WP_199290798.1	1	present	exact	exact	268	fb06fed0170b8504e4fa97eb7aaf5adec7a9c2090da65826439768555af6e455	none	unknown	unknown	unknown	unknown
M744_RS13310		WP_011055173.1	1	present	exact	exact	83	c3ade5b576555affddb866a49b3c1f1fe43611c0d557190a29b74601039638b9	none	unknown	unknown	unknown	unknown
M744_RS13315		WP_011055172.1	1	present	exact	exact	92	3714935da2547e60d5bd3691b6b044dd630fa8aeae0fb1f336b11a0a09293c93	none	unknown	unknown	unknown	unknown
M744_RS13320		WP_011055170.1	1	present	exact	exact	266	704e531137083ecdc2bb32e3100f0883bd56bdd49d2deb0ac470f14c9586594f	none	unknown	unknown	unknown	unknown
M744_RS13325		WP_011055169.1	1	present	exact	exact	407	cfce127ae143872356afdf80401c0cf805f11bdeeb115e2a00dff0e5d9522415	none	unknown	unknown	unknown	unknown
M744_RS13330		WP_011055168.1	1	present	exact	exact	270	3cb9d36cb4fa90b05ac355d511bba5e734c9041b39984db40edde97275ddb41c	none	unknown	unknown	unknown	unknown
M744_RS13335		WP_011055167.1	1	present	exact	exact	353	3bbd4c170de4070cb45d47e579df0bf688abcae122b1cf16eb0906e9e2e6af4b	none	unknown	unknown	unknown	unknown
M744_RS13340		WP_011055166.1	1	present	exact	exact	175	6d3ee5f4b3a3639384e556a6cf5c0e314acb3739dc6c41cc707db2ef0a7dfaec	none	unknown	unknown	unknown	unknown
M744_RS13345		WP_011055165.1	1	present	exact	exact	508	710babca78a739a22c808e2dfa4078350f5c914eca7c89fcfd85af9c81b74aad	none	unknown	unknown	unknown	unknown
M744_RS13350	cysK	WP_011055164.1	1	present	exact	exact	329	42ef2bb289a041cf4763d6a264c40dfc3cbabc5e07819bdafbb13fc66531d6ce	none	unknown	unknown	unknown	unknown
M744_RS13355		WP_011055163.1	1	present	exact	exact	393	08baa6103cafa46d0fe7c82fc4a50aaae5ce8220382f11a6a6db58f5f717679f	none	unknown	unknown	unknown	unknown
M744_RS13360		WP_011055162.1	1	present	exact	exact	182	0c5494e06b01d46ffd0f694b1fd2d5a5ad19b62108e1dbebafcfaa578956cfb9	none	unknown	unknown	unknown	unknown
M744_RS13365		WP_011055161.1	1	present	exact	exact	339	f5cff087a72df30bd04854d2de72e838e5cd253c21cb007ce6833cc32950cbb3	none	unknown	unknown	unknown	unknown
M744_RS13370		WP_011055160.1	1	present	exact	exact	192	9f82300756f21beffb60e2b70db906893ff9393e324eed0dc3004132d32ccc9b	none	unknown	unknown	unknown	unknown
M744_RS13375		WP_011055159.1	1	present	exact	exact	144	68dd0ebdffb9cd436a79a29967326db4fc90cd0db4250c0c82076ede925fffc6	none	unknown	unknown	unknown	unknown
M744_RS13380		WP_011055158.1	1	present	exact	exact	181	af9238c22d5a901bad9ec9cfaaff605a960c6b0737c6424198ad1cbaa7f37edf	none	unknown	unknown	unknown	unknown
M744_RS13385		WP_011055157.1	1	present	exact	exact	119	84a561ce4598f1e77a57c16c85b6f8e56311f4341ea95a16ae3b601b09f38ec8	none	unknown	unknown	unknown	unknown
M744_RS13395	cysK	WP_011055156.1	1	present	exact	exact	329	2a20caa8efe613dc5a5b6f01166f7d5e3e1c7609d16bd284c14e97dac20192c1	none	unknown	unknown	unknown	unknown
M744_RS13400	epsC	WP_011055155.1	1	present	exact	exact	319	67807b8558f47886dc0c32b2ff5bbc6e2f3f47b129b3a939de45b289749e4d7d	none	unknown	unknown	unknown	unknown
M744_RS13405	srpI	WP_011055154.1	1	present	exact	exact	306	a44e2e38d2e0c408893a9286d724c07563ff06e3fa2c0a9ff26926e2c69083f6	none	unknown	unknown	unknown	unknown
M744_RS13410	cyd	WP_011055153.1	1	present	exact	exact	626	97358fc89cf65be31b632ca1844b069cd14412f428b1ea22a7b80c94835b45c3	none	unknown	unknown	unknown	unknown
M744_RS13415		WP_011055152.1	1	present	exact	exact	116	b52357100857810a85f899d1f17e73e764cb79472724d8aee6677caa9e1162ba	none	unknown	unknown	unknown	unknown
M744_RS13420		WP_011055151.1	1	present	exact	exact	127	3497c4f50a953d04781feccf29398fd55f98f81406379c92e799176f26e3eba9	none	unknown	unknown	unknown	unknown
M744_RS13425		WP_011055150.1	1	present	exact	exact	88	44de3db493012e604e8c2e06df253a8dbe6713870a3ffa76580fdef23b921e3a	none	unknown	unknown	unknown	unknown
M744_RS13430		WP_011055149.1	1	present	exact	exact	203	864206483219c0525007ce4a7d397eaf2ebe102e78af026e21a3b57f001b1f9d	none	unknown	unknown	unknown	unknown
M744_RS13440		WP_011055147.1	1	present	exact	exact	109	1d460a7f8f823fb830473ade2cbedec802cac017ec640e0c97a5fc763a58ac89	none	unknown	unknown	unknown	unknown
M744_RS13445		WP_011055146.1	1	present	exact	exact	71	8cbf25d2d9853013cb6f34b4cce64726c5c941282322c15b4e32251558adde6f	none	unknown	unknown	unknown	unknown
M744_RS13450		WP_011055145.1	1	present	exact	exact	116	dd1d081d990113686c514d00c370686228b416fdb02eedf90fbd56ae4bd2cacb	none	unknown	unknown	unknown	unknown
M744_RS13455		WP_011055144.1	1	present	exact	exact	320	e2b37a5dced11b755b72f219b7c746eab7ba0f030c36f333fa43ccb5918a0749	none	unknown	unknown	unknown	unknown
M744_RS13470		WP_011055141.1	1	present	exact	exact	196	44fb34a9ec3cff2e627f39f80974da16b13b59a43ccb6c52fee1695c58a27f23	none	unknown	unknown	unknown	unknown
M744_RS13475		WP_011055140.1	1	present	exact	exact	160	4271f1f7712aaf4866de5a24e068bc3c18dce533b6041dacd13b72386e29b722	none	unknown	unknown	unknown	unknown
M744_RS13480	rppA	WP_011055139.1	1	present	exact	exact	224	4fc066eb5a69e84e48f7d7982c8820b7beeed9b780312d70a54d7dfb3ffda9be	none	unknown	unknown	unknown	unknown
M744_RS13485	rppB	WP_011055138.1	1	present	exact	exact	438	08a9ec2cb6adc505d80e2abc5b6a709434e0720fd5196ed21bedfde1060f93fd	none	unknown	unknown	unknown	unknown
M744_RS13490		WP_011055137.1	1	present	exact	exact	207	6d50c051e0735872573d7065bf1dfb9364df8391c945a4fec85b91a2112de772	none	unknown	unknown	unknown	unknown
M744_RS13495		WP_011055136.1	1	present	exact	exact	235	4bfcf143b96a7af6bc8052dceea52d13fca4e41f3babd6d1f9a25df1309762de	none	unknown	unknown	unknown	unknown
M744_RS13500		WP_011055135.1	1	present	exact	exact	241	173ee53c52ab8414497a606607b13a8ae92ce273eaf0a6339a80c611a5d0d357	none	unknown	unknown	unknown	unknown
M744_RS13505		WP_011377394.1	1	present	exact	exact	330	9f2ab5b83935aacb488af4edd70c1c2f0aa9a839773e8cf8a8fac4044cde2262	none	unknown	unknown	unknown	unknown
M744_RS13510		WP_011055132.1	1	present	exact	exact	143	bbf9b6c81a78b03e48bca23c98918f3c7e40671d6868ff6e645f06f89cb7d104	none	unknown	unknown	unknown	unknown
M744_RS13515		WP_231621407.1	1	present	exact	exact	101	c7b0783665017fd6b52ce84bce46b25c1f61acf1a330bee9b5d75a5a24aeefe0	none	unknown	unknown	unknown	unknown
M744_RS13520		WP_011055129.1	1	present	exact	exact	97	a6dbdc729ee66e4afc849fb5327630afa64e514e806d0301c900e3711b545fb8	none	unknown	unknown	unknown	unknown
M744_RS13525		WP_040113190.1	1	present	exact	exact	75	3e9487a08cb96e027ab0a2a285afad8912a6e05a97b9b3d10e4770a425dd1285	none	unknown	unknown	unknown	unknown
M744_RS13540		WP_011377393.1	1	present	exact	exact	459	66709ebf7297ac4d4626bfeceb5b2b648b28ee2a562971f95b4b3435a021f981	none	unknown	unknown	unknown	unknown
M744_RS13545		WP_011055121.1	1	present	exact	exact	71	f80a78db7fc1630a66f7ac972fce834f938ae4be8cb3da128340be17aa496d7c	none	unknown	unknown	unknown	unknown
M744_RS13550		WP_011055120.1	1	present	exact	exact	304	81c9a272e7647d7f226c5be4de78132dc2ac1c1f050a6e388b6755721821e94d	none	unknown	unknown	unknown	unknown
M744_RS13565		WP_040113202.1	1	present	exact	exact	171	fbff4608cdf3c6629792b2fe313721fcdc23dead582281ffc481a9c4ab3f7b1e	none	unknown	unknown	unknown	unknown
M744_RS13570		WP_040113203.1	1	present	exact	exact	102	6efa655f6ba52bb05ba97927a996bf90eae30ba3508fdbb872558be836566550	none	unknown	unknown	unknown	unknown
M744_RS13575		WP_040113204.1	1	present	exact	exact	1019	3b4040e70a195b25a26bb9922928aae9273e3ed2af689486877c2d9bb81efd7a	none	unknown	unknown	unknown	unknown
M744_RS13580		WP_040113205.1	1	present	exact	exact	534	e8fb07ae0a19fbb0ceca4695330a23ff73358d313144799eea8a8bafd46e007a	none	unknown	unknown	unknown	unknown
M744_RS13585		WP_040113206.1	1	present	exact	exact	177	c6cec7bae1cfca39752bae5765ffac86a8dcc1f2e8224b30651f8ab318e5f1e8	none	unknown	unknown	unknown	unknown
M744_RS13590		WP_011377520.1	1	present	exact	exact	231	20a519cfa8f7a279267ad980809a85a38fc0d6ca0f6996e003385ecd17562d81	none	unknown	unknown	unknown	unknown
M744_RS13595		WP_155813933.1	1	present	exact	exact	88	f4ca2f6dd10435e232f0b73063f7a23d5bf06caf87a6473575b4a2700bc7108d	none	unknown	unknown	unknown	unknown
M744_RS13600		WP_011377697.1	1	present	exact	exact	186	cf630fcbc8e24b767a0a6847bb55d8cff226925795dc330a2a812e28afb7e01c	none	unknown	unknown	unknown	unknown
M744_RS13605		WP_011377636.1	1	present	exact	exact	250	0aab4745b250f42f5e1f814ac3845f067e57224ea962a63c621a303102bfd3c1	none	unknown	unknown	unknown	unknown
M744_RS13615		WP_011055148.1	1	present	exact	exact	274	a872daebde001d63310c0ecfc36c8d26a9bfc1d3620f090af9377b1a807880c8	none	unknown	unknown	unknown	unknown
M744_RS13620		WP_156141557.1	1	present	exact	exact	97	295e0869f07f3d8cf7b3ee97823699d314ce6dc0b0b582b6df5952d1a7106226	none	unknown	unknown	unknown	unknown
M744_RS13625		WP_006195022.1	1	present	exact	exact	45	2a6cbde347138327152111519eae70728babb9ed855bf5afe504fd25005094fd	none	unknown	unknown	unknown	unknown
M744_RS13630		WP_011377551.1	1	present	exact	exact	266	f4b11ed02431c495dabd7cd40b15395b39d7ba26a1bfd7081b70859f7626bff1	none	unknown	unknown	unknown	unknown
M744_RS13635		WP_173282528.1	1	present	exact	exact	114	e49fb3cbd1ef6b0cd5bc9d4b35b87bbcd41299b3999c6082bc741c815177215f	none	unknown	unknown	unknown	unknown
M744_RS13640	nrtS	WP_011243697.1	1	present	exact	exact	118	d763e6a65547cd828a1e8397dea1e6f150670a6f1f0830e145c18e2ba1b3fd2a	none	unknown	unknown	unknown	unknown
M744_RS13645		WP_011243699.1	1	present	exact	exact	443	cdc0917ea531f22c61786bea5a3aefbaa89e0f210173e5994162652f344d156a	none	unknown	unknown	unknown	unknown
M744_RS13650		WP_011377426.1	1	present	exact	exact	55	f74ef29faacac38fe10c441c2c7d45fd464af155365d2a1358d15775ae96bf2e	none	unknown	unknown	unknown	unknown
M744_RS13655		WP_011243774.1	1	present	exact	exact	110	35d9e7e3c1229c24d2f70ec86f98ebacd9bfa3d303bac5b9d2288ca548d6d8f2	none	unknown	unknown	unknown	unknown
M744_RS13660		WP_011378487.1	1	present	exact	exact	526	e8815636d9d2ab827eb610c41da86678b979771df2b005abec8309324861f522	none	unknown	unknown	unknown	unknown
M744_RS13675		WP_011378447.1	1	present	exact	exact	246	140998bb90c03657f4a42fa3bc5114c6d3f2d18b162c38df79748a4ca184d52f	none	unknown	unknown	unknown	unknown
M744_RS13690		WP_011378378.1	1	present	exact	exact	55	f82545bb089e00b8e5f6af522a1fa1cb388b4aab2c34905d0c342fdd8c700e6f	none	unknown	unknown	unknown	unknown
M744_RS13705	rpmJ	WP_011244195.1	1	present	exact	exact	37	f228356ac81f936ac07245ddaf0ef8c5fa15fcfea098452c863341eeb57a26a9	none	unknown	unknown	unknown	unknown
M744_RS13710		WP_011244261.1	1	present	exact	exact	117	c910be548203ded4d0cd3839352159008aa7513fa3cbf8433ad8d31902d7aa68	none	unknown	unknown	unknown	unknown
M744_RS13720		WP_011378297.1	1	present	exact	exact	84	0e4d7745726846a5b5f298dcc16c99070ce9fad2995e6606178a94b3e81eefb7	none	unknown	unknown	unknown	unknown
M744_RS13725		WP_011244696.1	1	present	exact	exact	39	122fb56cb264c4bd6639cba389b09f421c193b545abc5883fc084f73256b6276	none	unknown	unknown	unknown	unknown
M744_RS13735		WP_011244767.1	1	present	exact	exact	97	851ab9430a4c3429d5cc7bf843024f64c411c5d6f2e887483aa8049054c76f4c	none	unknown	unknown	unknown	unknown
M744_RS13745		WP_011244835.1	1	present	exact	exact	236	e8860c5ec0a673af1fc614d9d457ea62c500163fc0ee30ee56fd6aa986a3db6a	none	unknown	unknown	unknown	unknown
M744_RS13760		WP_011242371.1	1	present	exact	exact	57	4d076d916361956d94a6e24cc0ded9233509aa8298e39b003e37042c0c1af43f	none	unknown	unknown	unknown	unknown
M744_RS13770		WP_011377964.1	1	present	exact	exact	56	91d0d94d7ac76828dbd94cdfa9a08a964b3d61fd21b6847cdac6c70ff482e86a	none	unknown	unknown	unknown	unknown
M744_RS13775		WP_011377937.1	1	present	exact	exact	93	b44d329f5647067f6f1520f0540b3b276b5d315d098d9f61f4cb44277e4c2916	none	unknown	unknown	unknown	unknown
M744_RS13780		WP_011377900.1	1	present	exact	exact	39	b4c389aaadcbb182eb4d8c10217fb6d4f87f843a1e1e5992fe3d32118745f9be	none	unknown	unknown	unknown	unknown
M744_RS13790	rpmG	WP_011242739.1	1	present	exact	exact	64	4400b99dead81e21c4f51483d7b7232baa8d456338240cd197dfa56e6eae6a6f	none	unknown	unknown	unknown	unknown
M744_RS13795		WP_011242835.1	1	present	exact	exact	81	0a1493287036fb365f80ca32d4e57b842f4100db2734ddeb62809e3e6d7ecba7	none	unknown	unknown	unknown	unknown
M744_RS13805		WP_011242891.1	1	present	exact	exact	126	47f33d49d0bff995c52944f26e8211eb57c585fcdcb63ea17d4dc7ca597af204	none	unknown	unknown	unknown	unknown
M744_RS13810		WP_162010020.1	1	present	exact	exact	153	115ccef3c50e11bb3aea4b8098546dacb2ad427725593c467cb4ee8a60626639	none	unknown	unknown	unknown	unknown
M744_RS13815		WP_231621333.1	1	present	exact	exact	96	98eed8c1c558f5952baadcdb84cc1d691e5bb45f3727ffea6a0da8f824bb1781	none	unknown	unknown	unknown	unknown
M744_RS13820		WP_071818112.1	1	present	exact	exact	72	f52535dea589bd3ed40dce8e9b9119430a5639e1fd1c5f9db2084265b2a378e9	none	unknown	unknown	unknown	unknown
M744_RS13825		WP_011377710.1	1	present	exact	exact	140	a3702317e51cd679232255d553e411469211a026d9938fdf8e5fb281aff2476b	none	unknown	unknown	unknown	unknown
M744_RS13830	psb30	WP_071818110.1	1	present	exact	exact	39	17f8f22d2ff969f81a6fd0469cbd7cde20b56e1b9eb66236cefed494f3dfbe4b	none	unknown	unknown	unknown	unknown
M744_RS13840		WP_011055128.1	1	present	exact	exact	89	3597c81b39ea24d435cf0f27a1fa319a6a1d3ed4dcb8676e41162fbbb0fb21af	none	unknown	unknown	unknown	unknown
M744_RS13845		WP_011378136.1	1	present	exact	exact	48	4e1d4e4334e34ad271e16b3b918c1979e7fe085af0f89a2640935f2a81c76747	none	unknown	unknown	unknown	unknown
M744_RS13850		WP_011242938.1	1	present	exact	exact	42	66015199edcf75fcc02d23effb22273d69b7c380af3c9928378352fc9eec8500	none	unknown	unknown	unknown	unknown
M744_RS13860		WP_011055126.1	1	present	exact	exact	95	e8860cbf2b94c8bf8a209e4be89288be17316799983c3cbcb79c6062bde07f88	none	unknown	unknown	unknown	unknown
M744_RS13870	psb34	WP_011243258.1	1	present	exact	exact	56	c8c91ffa89139e0a70d97472d440dd4d1af43b5e375748c99cf2e898e93a6b1e	none	unknown	unknown	unknown	unknown
M744_RS13875		WP_011377599.1	1	present	exact	exact	45	91b9b3d87d105558a6124858e6f9e0d4ea5f8d83c214dee928b4d2225e02fa58	none	unknown	unknown	unknown	unknown
M744_RS13880		WP_011377580.1	1	present	exact	exact	168	5f5a38ac6c87116667ad0204c391d068f6c0b079d56f8e89a4df81742166d32f	none	unknown	unknown	unknown	unknown
M744_RS13885		WP_155813899.1	1	present	exact	exact	45	d1556131c46464900ff3622c72c4b6fc3daf25e006522a9cccba3374b722e28c	none	unknown	unknown	unknown	unknown
M744_RS13890		WP_155813902.1	1	present	exact	exact	78	feffa87dfe36f457716555445790399d2ce5930f283e8ff48132949ed3715405	none	unknown	unknown	unknown	unknown
M744_RS13895		WP_155813907.1	1	present	exact	exact	45	8951075884799a49ee8037c77902965fd32530eacff14f92b91415576dc33f77	none	unknown	unknown	unknown	unknown
M744_RS13900		WP_011378486.1	1	present	exact	exact	197	ff76fc9a8879d82c30989ead27fbab959f64fcfe2dc56fee4bafedaf305a28c9	none	unknown	unknown	unknown	unknown
M744_RS13905		WP_011378410.1	1	present	exact	exact	57	4762926e4462bf7cb573f0c8eb55e07435a8ea83384946662379c6415081c448	none	unknown	unknown	unknown	unknown
M744_RS13910		WP_155813916.1	1	present	exact	exact	53	8c6825a8e32e2749de2d5036c004d226940b17078ff57e216858b3cabea35e0a	none	unknown	unknown	unknown	unknown
M744_RS13915	rimM	WP_011244149.1	1	present	exact	exact	182	4fcfac37422a9a1e26682eb78c2e72a2fb8c9991eb1872db938b429ee920da97	none	unknown	unknown	unknown	unknown
M744_RS13925		WP_155813919.1	1	present	exact	exact	81	49b289231521e329bbae6c619f699e547a482b5fd785e3c50490b58e390739ed	none	unknown	unknown	unknown	unknown
M744_RS13930		WP_155813921.1	1	present	exact	exact	55	274cf3f0739647b0f105bc51ebe062da04b2dfbf51f44503b0e3c87850c93bbc	none	unknown	unknown	unknown	unknown
M744_RS13935		WP_155813922.1	1	present	exact	exact	49	462f13bab164fde151e914152cc6d3316bc3d81f0759419212d0659b2bc3f123	none	unknown	unknown	unknown	unknown
M744_RS13945		WP_155813927.1	1	present	exact	exact	57	75a19856aa33572cb1f388432fe8aea8591feba486e30c0c1ef7d5f93d09b648	none	unknown	unknown	unknown	unknown
M744_RS13950		WP_152034137.1	1	present	exact	exact	76	d6e202e7e949d209a5b98cf5e40a1d3cc60e7c49a6e568f905793647c04588a0	none	unknown	unknown	unknown	unknown
M744_RS13955		WP_265575013.1	1	present	exact	exact	54	3977d8d16f4ad11652f2677c996857fd604d476780af98eab78b8235e4ca1686	none	unknown	unknown	unknown	unknown
M744_RS13960		WP_155813930.1	1	present	exact	exact	49	df400c3b55b84697a6837350fb4e3acd3dbd3ae433519c4f5cf63dd63fb53ebf	none	unknown	unknown	unknown	unknown
M744_RS13965		WP_011378149.1	1	present	exact	exact	45	15121748433fd312e8c43399be679c5047188364eedb6d3d39257966ba775d5e	none	unknown	unknown	unknown	unknown
M744_RS13970		WP_155813991.1	1	present	exact	exact	53	5446b36ddb73d60085485e1d0c3a9ece5007e3798ac2d1a26ee4f5d8d5e21bbf	none	unknown	unknown	unknown	unknown
M744_RS13975		WP_155813934.1	1	present	exact	exact	50	66651927ac0f32c58dedba941153229c52bd2816a3e97293ac48d631b5c753cc	none	unknown	unknown	unknown	unknown
M744_RS13980		WP_126147952.1	1	present	exact	exact	100	5ed6d43485bc1ed39baa1768cadecb76b87f08e0fefb965706f7b2c1897c1af0	none	unknown	unknown	unknown	unknown
M744_RS13985		WP_155813833.1	1	present	exact	exact	53	1a5851c58f351559a65cb47b4db89e709d5b7b3c11a33cf42016bbe0a7e4deb4	none	unknown	unknown	unknown	unknown
M744_RS13990		WP_071818119.1	1	present	exact	exact	75	ed9f264281b349785f68966a590170e8286ed09bb8bc1b280b39043cc901b50d	none	unknown	unknown	unknown	unknown
M744_RS13995		WP_156141556.1	1	present	exact	exact	58	1697b085528d10269dd9784822f456b3efb9415cc2af838df3330d644919c050	none	unknown	unknown	unknown	unknown
M744_RS14005		WP_155813857.1	1	present	exact	exact	51	95dcbabde7ccf4feca9131b797e4c7dc128b41654dcfc5d7989d6d6305aa1373	none	unknown	unknown	unknown	unknown
M744_RS14010		WP_126148198.1	1	present	exact	exact	92	ada618e69f29846418f4e8d4b7fb6e7fb0ac7a014f9f208ceb6dc77e7e13f489	none	unknown	unknown	unknown	unknown
M744_RS14015		WP_126148199.1	1	present	exact	exact	96	20b4a53bbe842358b009726fce36d0affdda92d89c39209a01dd926a04278a71	none	unknown	unknown	unknown	unknown
M744_RS14020		WP_155813861.1	1	present	exact	exact	91	d524a4d754aa4d365b2dbb17bed857a102018639a171a1a847974d3393044c5b	none	unknown	unknown	unknown	unknown
M744_RS14025		WP_155813863.1	1	present	exact	exact	48	7aeb9fbe363739f73b1d7a1ca9c904f38806e5903641778b4193e3239065cfd7	none	unknown	unknown	unknown	unknown
M744_RS14030		WP_011377785.1	1	present	exact	exact	70	fb9b503f621f713d818c4dc6713e9e8765d858cf5cb19a9007158924f498ca6b	none	unknown	unknown	unknown	unknown
M744_RS14035		WP_011377783.1	1	present	exact	exact	180	f4f5cedaa53122d927bb0e051f0504b202a54d3f4c5c86096f7fb00929eb0b18	none	unknown	unknown	unknown	unknown
M744_RS14040		WP_155813980.1	1	present	exact	exact	57	7b0e246bf1f3ac3afc2ba5b549e612d296048580f569c596e836162e2cb3519d	none	unknown	unknown	unknown	unknown
M744_RS14045		WP_155813866.1	1	present	exact	exact	53	32cb7f75224e1ea46b43d0008de2a9d6cddc5710a0c628aa29641b5502ccb4c1	none	unknown	unknown	unknown	unknown
M744_RS14050		WP_155813884.1	1	present	exact	exact	58	ffd89743564bb14bc511b00d182dba6cfd6a93e08ace57e03bebae6da7817ecd	none	unknown	unknown	unknown	unknown
